location,date,new_cases,new_tests,new_vaccinations,population,median_age,gdp_per_capita,avg_temp
Afghanistan,2020-02-01,5,NA,NA,39835428,18.6,1803.987,3.0372549019607846
Afghanistan,2020-03-01,161,NA,NA,39835428,18.6,1803.987,8.5126213592233
Afghanistan,2020-04-01,1661,NA,NA,39835428,18.6,1803.987,14.561538461538468
Afghanistan,2020-05-01,13353,NA,NA,39835428,18.6,1803.987,19.35192307692309
Afghanistan,2020-06-01,16265,NA,NA,39835428,18.6,1803.987,24.408653846153843
Afghanistan,2020-07-01,5183,NA,NA,39835428,18.6,1803.987,26.437500000000004
Afghanistan,2020-08-01,1620,NA,NA,39835428,18.6,1803.987,25.015384615384612
Afghanistan,2020-09-01,1106,NA,NA,39835428,18.6,1803.987,20.42788461538461
Afghanistan,2020-10-01,1980,NA,NA,39835428,18.6,1803.987,14.506730769230767
Afghanistan,2020-11-01,4881,NA,NA,39835428,18.6,1803.987,8.327184466019416
Afghanistan,2020-12-01,6115,NA,NA,39835428,18.6,1803.987,3.575728155339805
Afghanistan,2021-01-01,2693,NA,NA,39835428,18.6,1803.987,0.8942307692307693
Afghanistan,2021-02-01,691,NA,NA,39835428,18.6,1803.987,3.0372549019607846
Afghanistan,2021-03-01,740,NA,NA,39835428,18.6,1803.987,8.5126213592233
Afghanistan,2021-04-01,3291,NA,NA,39835428,18.6,1803.987,14.561538461538468
Afghanistan,2021-05-01,12093,NA,2859,39835428,18.6,1803.987,19.35192307692309
Afghanistan,2021-06-01,46821,NA,4015,39835428,18.6,1803.987,24.408653846153843
Afghanistan,2021-07-01,28495,NA,NA,39835428,18.6,1803.987,26.437500000000004
Afghanistan,2021-08-01,6066,NA,NA,39835428,18.6,1803.987,25.015384615384612
Afghanistan,2021-09-01,1954,NA,NA,39835428,18.6,1803.987,20.42788461538461
Afghanistan,2021-10-01,1076,NA,NA,39835428,18.6,1803.987,14.506730769230767
Afghanistan,2021-11-01,1039,NA,NA,39835428,18.6,1803.987,8.327184466019416
Afghanistan,2021-12-01,795,NA,NA,39835428,18.6,1803.987,3.575728155339805
Afghanistan,2022-01-01,555,NA,NA,39835428,18.6,1803.987,NA
Albania,2020-02-01,NA,26,NA,2872934,38,11803.431,6.7272727272727275
Albania,2020-03-01,243,1526,NA,2872934,38,11803.431,8.490909090909092
Albania,2020-04-01,530,6582,NA,2872934,38,11803.431,12.163636363636364
Albania,2020-05-01,364,6470,NA,2872934,38,11803.431,16.599999999999998
Albania,2020-06-01,1398,8931,NA,2872934,38,11803.431,20.58181818181818
Albania,2020-07-01,2741,13388,NA,2872934,38,11803.431,23.163636363636364
Albania,2020-08-01,4237,21445,NA,2872934,38,11803.431,23.254545454545458
Albania,2020-09-01,4136,25203,NA,2872934,38,11803.431,19.58181818181818
Albania,2020-10-01,7226,37180,NA,2872934,38,11803.431,15.145454545454545
Albania,2020-11-01,17307,56387,NA,2872934,38,11803.431,10.8
Albania,2020-12-01,20134,70388,NA,2872934,38,11803.431,7.381818181818182
Albania,2021-01-01,19811,95583,421,2872934,38,11803.431,6.4
Albania,2021-02-01,29040,101340,2476,2872934,38,11803.431,6.7272727272727275
Albania,2021-03-01,17990,92136,49296,2872934,38,11803.431,8.490909090909092
Albania,2021-04-01,5928,79167,295509,2872934,38,11803.431,12.163636363636364
Albania,2021-05-01,1230,84312,204550,2872934,38,11803.431,16.599999999999998
Albania,2021-06-01,206,36950,134454,2872934,38,11803.431,20.58181818181818
Albania,2021-07-01,560,NA,140805,2872934,38,11803.431,23.163636363636364
Albania,2021-08-01,13306,NA,140424,2872934,38,11803.431,23.254545454545458
Albania,2021-09-01,23744,NA,198500,2872934,38,11803.431,19.58181818181818
Albania,2021-10-01,15169,NA,103442,2872934,38,11803.431,15.145454545454545
Albania,2021-11-01,14645,NA,43268,2872934,38,11803.431,10.8
Albania,2021-12-01,10279,NA,65224,2872934,38,11803.431,7.381818181818182
Albania,2022-01-01,18553,NA,20290,2872934,38,11803.431,NA
Algeria,2020-02-01,1,NA,NA,44616626,29.1,13913.839,10.378929765886284
Algeria,2020-03-01,715,NA,NA,44616626,29.1,13913.839,12.306688963210702
Algeria,2020-04-01,3290,NA,NA,44616626,29.1,13913.839,15.013377926421391
Algeria,2020-05-01,5388,NA,NA,44616626,29.1,13913.839,18.834782608695654
Algeria,2020-06-01,4513,NA,NA,44616626,29.1,13913.839,23.51204013377927
Algeria,2020-07-01,16487,NA,NA,44616626,29.1,13913.839,26.829096989966544
Algeria,2020-08-01,14100,NA,NA,44616626,29.1,13913.839,26.917056856187266
Algeria,2020-09-01,7036,NA,NA,44616626,29.1,13913.839,23.691973244147174
Algeria,2020-10-01,6412,NA,NA,44616626,29.1,13913.839,18.73444816053511
Algeria,2020-11-01,25257,NA,NA,44616626,29.1,13913.839,13.67257525083612
Algeria,2020-12-01,16411,NA,NA,44616626,29.1,13913.839,10.096321070234117
Algeria,2021-01-01,7729,NA,30,44616626,29.1,13913.839,9.15518394648829
Algeria,2021-02-01,5753,NA,NA,44616626,29.1,13913.839,10.378929765886284
Algeria,2021-03-01,4100,NA,NA,44616626,29.1,13913.839,12.306688963210702
Algeria,2021-04-01,4916,NA,NA,44616626,29.1,13913.839,15.013377926421391
Algeria,2021-05-01,6805,NA,NA,44616626,29.1,13913.839,18.834782608695654
Algeria,2021-06-01,10713,NA,NA,44616626,29.1,13913.839,23.51204013377927
Algeria,2021-07-01,31766,NA,NA,44616626,29.1,13913.839,26.829096989966544
Algeria,2021-08-01,24688,NA,NA,44616626,29.1,13913.839,26.917056856187266
Algeria,2021-09-01,7279,NA,NA,44616626,29.1,13913.839,23.691973244147174
Algeria,2021-10-01,3093,NA,NA,44616626,29.1,13913.839,18.73444816053511
Algeria,2021-11-01,4079,NA,170756,44616626,29.1,13913.839,13.67257525083612
Algeria,2021-12-01,7901,NA,NA,44616626,29.1,13913.839,10.096321070234117
Algeria,2022-01-01,6547,NA,NA,44616626,29.1,13913.839,NA
Andorra,2020-03-01,376,NA,NA,77354,NA,NA,0.95
Andorra,2020-04-01,369,NA,NA,77354,NA,NA,2.8
Andorra,2020-05-01,19,NA,NA,77354,NA,NA,7
Andorra,2020-06-01,91,NA,NA,77354,NA,NA,10.95
Andorra,2020-07-01,70,NA,NA,77354,NA,NA,14.1
Andorra,2020-08-01,251,NA,NA,77354,NA,NA,13.85
Andorra,2020-09-01,874,NA,NA,77354,NA,NA,11.7
Andorra,2020-10-01,2706,NA,NA,77354,NA,NA,7
Andorra,2020-11-01,1989,NA,NA,77354,NA,NA,2.3
Andorra,2020-12-01,1304,NA,NA,77354,NA,NA,-0.6000000000000001
Andorra,2021-01-01,1888,NA,NA,77354,NA,NA,-2.8
Andorra,2021-02-01,929,NA,NA,77354,NA,NA,-0.8999999999999999
Andorra,2021-03-01,1144,NA,NA,77354,NA,NA,0.95
Andorra,2021-04-01,1222,NA,4802,77354,NA,NA,2.8
Andorra,2021-05-01,495,NA,NA,77354,NA,NA,7
Andorra,2021-06-01,184,NA,NA,77354,NA,NA,10.95
Andorra,2021-07-01,767,NA,NA,77354,NA,NA,14.1
Andorra,2021-08-01,355,NA,NA,77354,NA,NA,13.85
Andorra,2021-09-01,189,NA,NA,77354,NA,NA,11.7
Andorra,2021-10-01,294,NA,NA,77354,NA,NA,7
Andorra,2021-11-01,1599,NA,NA,77354,NA,NA,2.3
Andorra,2021-12-01,6625,NA,NA,77354,NA,NA,-0.6000000000000001
Andorra,2022-01-01,6148,NA,NA,77354,NA,NA,NA
Angola,2020-03-01,7,NA,NA,33933611,16.8,5819.495,22.752830188679244
Angola,2020-04-01,20,NA,NA,33933611,16.8,5819.495,22.39811320754717
Angola,2020-05-01,59,NA,NA,33933611,16.8,5819.495,21.04716981132076
Angola,2020-06-01,198,NA,NA,33933611,16.8,5819.495,18.75660377358491
Angola,2020-07-01,864,NA,NA,33933611,16.8,5819.495,18.20754716981132
Angola,2020-08-01,1506,NA,NA,33933611,16.8,5819.495,19.626415094339624
Angola,2020-09-01,2318,NA,NA,33933611,16.8,5819.495,21.41320754716981
Angola,2020-10-01,5833,NA,NA,33933611,16.8,5819.495,22.299999999999997
Angola,2020-11-01,4334,NA,NA,33933611,16.8,5819.495,22.27169811320755
Angola,2020-12-01,2414,NA,NA,33933611,16.8,5819.495,22.15094339622641
Angola,2021-01-01,2243,NA,NA,33933611,16.8,5819.495,22.328301886792456
Angola,2021-02-01,1011,NA,NA,33933611,16.8,5819.495,22.601886792452827
Angola,2021-03-01,1504,NA,NA,33933611,16.8,5819.495,22.752830188679244
Angola,2021-04-01,4341,NA,NA,33933611,16.8,5819.495,22.39811320754717
Angola,2021-05-01,7899,NA,NA,33933611,16.8,5819.495,21.04716981132076
Angola,2021-06-01,4298,NA,NA,33933611,16.8,5819.495,18.75660377358491
Angola,2021-07-01,3928,NA,NA,33933611,16.8,5819.495,18.20754716981132
Angola,2021-08-01,4767,NA,NA,33933611,16.8,5819.495,19.626415094339624
Angola,2021-09-01,9039,NA,NA,33933611,16.8,5819.495,21.41320754716981
Angola,2021-10-01,7850,NA,NA,33933611,16.8,5819.495,22.299999999999997
Angola,2021-11-01,735,NA,NA,33933611,16.8,5819.495,22.27169811320755
Angola,2021-12-01,16425,NA,NA,33933611,16.8,5819.495,22.15094339622641
Angola,2022-01-01,11709,NA,NA,33933611,16.8,5819.495,NA
Anguilla,2020-03-01,2,NA,NA,15125,NA,NA,26.35
Anguilla,2020-04-01,1,NA,NA,15125,NA,NA,27.1
Anguilla,2020-05-01,0,NA,NA,15125,NA,NA,27.4
Anguilla,2020-06-01,0,NA,NA,15125,NA,NA,28.15
Anguilla,2020-07-01,0,NA,NA,15125,NA,NA,28.65
Anguilla,2020-08-01,0,NA,NA,15125,NA,NA,28.65
Anguilla,2020-09-01,0,NA,NA,15125,NA,NA,28.95
Anguilla,2020-10-01,0,NA,NA,15125,NA,NA,28.15
Anguilla,2020-11-01,3,NA,NA,15125,NA,NA,27.4
Anguilla,2020-12-01,7,NA,NA,15125,NA,NA,26.35
Anguilla,2021-01-01,3,NA,NA,15125,NA,NA,26.05
Anguilla,2021-02-01,2,NA,1421,15125,NA,NA,25.8
Anguilla,2021-03-01,7,NA,NA,15125,NA,NA,26.35
Anguilla,2021-04-01,68,NA,NA,15125,NA,NA,27.1
Anguilla,2021-05-01,16,NA,NA,15125,NA,NA,27.4
Anguilla,2021-06-01,0,NA,NA,15125,NA,NA,28.15
Anguilla,2021-07-01,4,NA,NA,15125,NA,NA,28.65
Anguilla,2021-08-01,104,NA,NA,15125,NA,NA,28.65
Anguilla,2021-09-01,192,NA,NA,15125,NA,NA,28.95
Anguilla,2021-10-01,535,NA,NA,15125,NA,NA,28.15
Anguilla,2021-11-01,442,NA,NA,15125,NA,NA,27.4
Anguilla,2021-12-01,288,NA,NA,15125,NA,NA,26.35
Anguilla,2022-01-01,366,NA,NA,15125,NA,NA,NA
Antigua and Barbuda,2020-03-01,7,NA,NA,98728,32.1,21490.943,25
Antigua and Barbuda,2020-04-01,17,NA,NA,98728,32.1,21490.943,25.661538461538463
Antigua and Barbuda,2020-05-01,2,NA,NA,98728,32.1,21490.943,26.74615384615384
Antigua and Barbuda,2020-06-01,43,NA,NA,98728,32.1,21490.943,27.830769230769235
Antigua and Barbuda,2020-07-01,22,NA,NA,98728,32.1,21490.943,27.830769230769235
Antigua and Barbuda,2020-08-01,3,NA,NA,98728,32.1,21490.943,27.830769230769235
Antigua and Barbuda,2020-09-01,7,NA,NA,98728,32.1,21490.943,27.830769230769235
Antigua and Barbuda,2020-10-01,27,NA,NA,98728,32.1,21490.943,26.74615384615384
Antigua and Barbuda,2020-11-01,13,NA,NA,98728,32.1,21490.943,26.161538461538463
Antigua and Barbuda,2020-12-01,18,NA,NA,98728,32.1,21490.943,25.076923076923077
Antigua and Barbuda,2021-01-01,75,NA,NA,98728,32.1,21490.943,24.49230769230769
Antigua and Barbuda,2021-02-01,496,NA,NA,98728,32.1,21490.943,24.49230769230769
Antigua and Barbuda,2021-03-01,406,NA,NA,98728,32.1,21490.943,25
Antigua and Barbuda,2021-04-01,96,NA,225,98728,32.1,21490.943,25.661538461538463
Antigua and Barbuda,2021-05-01,28,NA,3930,98728,32.1,21490.943,26.74615384615384
Antigua and Barbuda,2021-06-01,3,NA,1686,98728,32.1,21490.943,27.830769230769235
Antigua and Barbuda,2021-07-01,40,NA,1834,98728,32.1,21490.943,27.830769230769235
Antigua and Barbuda,2021-08-01,412,NA,432,98728,32.1,21490.943,27.830769230769235
Antigua and Barbuda,2021-09-01,1516,NA,NA,98728,32.1,21490.943,27.830769230769235
Antigua and Barbuda,2021-10-01,827,NA,NA,98728,32.1,21490.943,26.74615384615384
Antigua and Barbuda,2021-11-01,83,NA,NA,98728,32.1,21490.943,26.161538461538463
Antigua and Barbuda,2021-12-01,142,NA,NA,98728,32.1,21490.943,25.076923076923077
Antigua and Barbuda,2022-01-01,963,NA,NA,98728,32.1,21490.943,NA
Argentina,2020-01-01,NA,539,NA,45605823,31.9,18933.907,23.869609079445144
Argentina,2020-02-01,NA,101,NA,45605823,31.9,18933.907,22.99886506935687
Argentina,2020-03-01,1054,6677,NA,45605823,31.9,18933.907,20.858007566204293
Argentina,2020-04-01,3374,63125,NA,45605823,31.9,18933.907,17.367465321563692
Argentina,2020-05-01,12423,132186,NA,45605823,31.9,18933.907,14.140479192938193
Argentina,2020-06-01,47679,249367,NA,45605823,31.9,18933.907,10.96679292929293
Argentina,2020-07-01,126772,447148,NA,45605823,31.9,18933.907,10.903030303030306
Argentina,2020-08-01,226433,665886,NA,45605823,31.9,18933.907,12.423959646910474
Argentina,2020-09-01,333266,816441,NA,45605823,31.9,18933.907,14.701891551071872
Argentina,2020-10-01,415923,995096,NA,45605823,31.9,18933.907,17.90491803278689
Argentina,2020-11-01,257609,804399,NA,45605823,31.9,18933.907,20.63896595208069
Argentina,2020-12-01,200981,904768,NA,45605823,31.9,18933.907,22.887011349306473
Argentina,2021-01-01,301725,1391548,118451,45605823,31.9,18933.907,23.869609079445144
Argentina,2021-02-01,180126,1254381,601076,45605823,31.9,18933.907,22.99886506935687
Argentina,2021-03-01,241456,1437514,2698447,45605823,31.9,18933.907,20.858007566204293
Argentina,2021-04-01,628542,2438313,3973281,45605823,31.9,18933.907,17.367465321563692
Argentina,2021-05-01,804421,2747107,4392084,45605823,31.9,18933.907,14.140479192938193
Argentina,2021-06-01,688590,2599917,8286028,45605823,31.9,18933.907,10.96679292929293
Argentina,2021-07-01,459390,2644499,11334673,45605823,31.9,18933.907,10.903030303030306
Argentina,2021-08-01,255856,2679138,9867857,45605823,31.9,18933.907,12.423959646910474
Argentina,2021-09-01,71282,1668509,9450890,45605823,31.9,18933.907,14.701891551071872
Argentina,2021-10-01,31905,1252984,7494411,45605823,31.9,18933.907,17.90491803278689
Argentina,2021-11-01,41941,1117594,5641519,45605823,31.9,18933.907,20.63896595208069
Argentina,2021-12-01,323660,2011579,6021646,45605823,31.9,18933.907,22.887011349306473
Argentina,2022-01-01,1278564,974286,2659547,45605823,31.9,18933.907,NA
Armenia,2020-03-01,532,341,NA,2968128,35.7,8787.58,0.2571428571428572
Armenia,2020-04-01,1534,996,NA,2968128,35.7,8787.58,6.971428571428573
Armenia,2020-05-01,7216,21891,NA,2968128,35.7,8787.58,12.042857142857144
Armenia,2020-06-01,16260,1398,NA,2968128,35.7,8787.58,16.014285714285716
Armenia,2020-07-01,13008,NA,NA,2968128,35.7,8787.58,19.571428571428573
Armenia,2020-08-01,5231,1726,NA,2968128,35.7,8787.58,19.52857142857143
Armenia,2020-09-01,6578,3367,NA,2968128,35.7,8787.58,15.22857142857143
Armenia,2020-10-01,39454,2114,NA,2968128,35.7,8787.58,9.228571428571428
Armenia,2020-11-01,45311,4198,NA,2968128,35.7,8787.58,2.357142857142857
Armenia,2020-12-01,24285,51391,NA,2968128,35.7,8787.58,-3.5999999999999996
Armenia,2021-01-01,7617,42218,NA,2968128,35.7,8787.58,-6.157142857142857
Armenia,2021-02-01,5032,80747,NA,2968128,35.7,8787.58,-4.471428571428571
Armenia,2021-03-01,20581,124562,NA,2968128,35.7,8787.58,0.2571428571428572
Armenia,2021-04-01,23425,129827,NA,2968128,35.7,8787.58,6.971428571428573
Armenia,2021-05-01,6606,93050,NA,2968128,35.7,8787.58,12.042857142857144
Armenia,2021-06-01,2425,101042,NA,2968128,35.7,8787.58,16.014285714285716
Armenia,2021-07-01,5015,105535,NA,2968128,35.7,8787.58,19.571428571428573
Armenia,2021-08-01,12025,149298,NA,2968128,35.7,8787.58,19.52857142857143
Armenia,2021-09-01,19562,108083,NA,2968128,35.7,8787.58,15.22857142857143
Armenia,2021-10-01,46629,317424,NA,2968128,35.7,8787.58,9.228571428571428
Armenia,2021-11-01,30192,224431,NA,2968128,35.7,8787.58,2.357142857142857
Armenia,2021-12-01,6412,176213,NA,2968128,35.7,8787.58,-3.5999999999999996
Armenia,2022-01-01,2154,54196,NA,2968128,35.7,8787.58,NA
Aruba,2020-03-01,55,NA,NA,107195,41.2,35973.781,27.727272727272737
Aruba,2020-04-01,45,NA,NA,107195,41.2,35973.781,27.818181818181824
Aruba,2020-05-01,1,NA,NA,107195,41.2,35973.781,28.272727272727277
Aruba,2020-06-01,2,NA,NA,107195,41.2,35973.781,28.36363636363637
Aruba,2020-07-01,18,NA,NA,107195,41.2,35973.781,28.272727272727277
Aruba,2020-08-01,1885,NA,NA,107195,41.2,35973.781,28.36363636363637
Aruba,2020-09-01,1957,NA,NA,107195,41.2,35973.781,28.36363636363637
Aruba,2020-10-01,550,NA,NA,107195,41.2,35973.781,28.36363636363637
Aruba,2020-11-01,332,NA,NA,107195,41.2,35973.781,27.818181818181824
Aruba,2020-12-01,644,NA,NA,107195,41.2,35973.781,27.181818181818176
Aruba,2021-01-01,1477,NA,NA,107195,41.2,35973.781,26.727272727272723
Aruba,2021-02-01,925,NA,NA,107195,41.2,35973.781,27.727272727272737
Aruba,2021-03-01,1552,NA,NA,107195,41.2,35973.781,27.727272727272737
Aruba,2021-04-01,1195,NA,32484,107195,41.2,35973.781,27.818181818181824
Aruba,2021-05-01,347,NA,32613,107195,41.2,35973.781,28.272727272727277
Aruba,2021-06-01,153,NA,12377,107195,41.2,35973.781,28.36363636363637
Aruba,2021-07-01,592,NA,9009,107195,41.2,35973.781,28.272727272727277
Aruba,2021-08-01,2846,NA,6486,107195,41.2,35973.781,28.36363636363637
Aruba,2021-09-01,924,NA,7158,107195,41.2,35973.781,28.36363636363637
Aruba,2021-10-01,425,NA,2639,107195,41.2,35973.781,28.36363636363637
Aruba,2021-11-01,429,NA,1775,107195,41.2,35973.781,27.818181818181824
Aruba,2021-12-01,4107,NA,1328,107195,41.2,35973.781,27.181818181818176
Aruba,2022-01-01,9644,NA,652,107195,41.2,35973.781,NA
Australia,2020-01-01,9,NA,NA,25788217,37.9,44648.71,NA
Australia,2020-02-01,16,NA,NA,25788217,37.9,44648.71,NA
Australia,2020-03-01,4534,NA,NA,25788217,37.9,44648.71,NA
Australia,2020-04-01,2207,266487,NA,25788217,37.9,44648.71,NA
Australia,2020-05-01,436,890927,NA,25788217,37.9,44648.71,NA
Australia,2020-06-01,718,1001414,NA,25788217,37.9,44648.71,NA
Australia,2020-07-01,9360,1597313,NA,25788217,37.9,44648.71,NA
Australia,2020-08-01,8539,1513924,NA,25788217,37.9,44648.71,NA
Australia,2020-09-01,1277,767314,NA,25788217,37.9,44648.71,NA
Australia,2020-10-01,499,575716,NA,25788217,37.9,44648.71,NA
Australia,2020-11-01,317,689476,NA,25788217,37.9,44648.71,NA
Australia,2020-12-01,513,609297,NA,25788217,37.9,44648.71,NA
Australia,2021-01-01,393,774998,NA,25788217,37.9,44648.71,NA
Australia,2021-02-01,160,649675,34610,25788217,37.9,44648.71,NA
Australia,2021-03-01,344,410474,709700,25788217,37.9,44648.71,NA
Australia,2021-04-01,489,688641,1490514,25788217,37.9,44648.71,NA
Australia,2021-05-01,307,765940,1910147,25788217,37.9,44648.71,NA
Australia,2021-06-01,525,1253911,3153506,25788217,37.9,44648.71,NA
Australia,2021-07-01,3740,1044301,4591535,25788217,37.9,44648.71,NA
Australia,2021-08-01,20710,2342052,7329051,25788217,37.9,44648.71,NA
Australia,2021-09-01,52088,3008971,8372766,25788217,37.9,44648.71,NA
Australia,2021-10-01,64849,3068158,7567203,25788217,37.9,44648.71,NA
Australia,2021-11-01,39625,3494620,3679863,25788217,37.9,44648.71,NA
Australia,2021-12-01,191294,5039406,3297585,25788217,37.9,44648.71,NA
Australia,2022-01-01,1210300,1303845,3148627,25788217,37.9,44648.71,NA
Austria,2020-02-01,9,NA,NA,9043072,44.4,45436.686,-1.406060606060606
Austria,2020-03-01,10171,NA,NA,9043072,44.4,45436.686,2.513084112149533
Austria,2020-04-01,5272,239565,NA,9043072,44.4,45436.686,6.421495327102804
Austria,2020-05-01,1279,192135,NA,9043072,44.4,45436.686,11.563084112149523
Austria,2020-06-01,1035,164222,NA,9043072,44.4,45436.686,14.626291079812203
Austria,2020-07-01,3364,277705,NA,9043072,44.4,45436.686,16.55140186915887
Austria,2020-08-01,6308,290250,NA,9043072,44.4,45436.686,16.142523364485985
Austria,2020-09-01,17375,437276,NA,9043072,44.4,45436.686,12.44716981132076
Austria,2020-10-01,60112,614748,NA,9043072,44.4,45436.686,7.429906542056077
Austria,2020-11-01,177531,865583,NA,9043072,44.4,45436.686,1.8428571428571432
Austria,2020-12-01,78359,680165,4459,9043072,44.4,45436.686,-1.5343137254901955
Austria,2021-01-01,53583,5575290,258817,9043072,44.4,45436.686,-2.643925233644859
Austria,2021-02-01,45042,5552002,446374,9043072,44.4,45436.686,-1.406060606060606
Austria,2021-03-01,86789,8543740,1021061,9043072,44.4,45436.686,2.513084112149533
Austria,2021-04-01,72641,8441383,1501154,9043072,44.4,45436.686,6.421495327102804
Austria,2021-05-01,25945,9883305,2016823,9043072,44.4,45436.686,11.563084112149523
Austria,2021-06-01,5597,13320068,2638915,9043072,44.4,45436.686,14.626291079812203
Austria,2021-07-01,8644,11471028,1929907,9043072,44.4,45436.686,16.55140186915887
Austria,2021-08-01,29249,9950799,746348,9043072,44.4,45436.686,16.142523364485985
Austria,2021-09-01,54790,10666715,444171,9043072,44.4,45436.686,12.44716981132076
Austria,2021-10-01,87886,10069783,608631,9043072,44.4,45436.686,7.429906542056077
Austria,2021-11-01,329014,13325180,2424753,9043072,44.4,45436.686,1.8428571428571432
Austria,2021-12-01,118624,12999427,2417668,9043072,44.4,45436.686,-1.5343137254901955
Austria,2022-01-01,132802,5710858,584514,9043072,44.4,45436.686,NA
Azerbaijan,2020-03-01,298,NA,NA,10223344,32.4,15847.419,5.9633587786259525
Azerbaijan,2020-04-01,1506,NA,NA,10223344,32.4,15847.419,12.457251908396946
Azerbaijan,2020-05-01,3690,NA,NA,10223344,32.4,15847.419,17.14961832061069
Azerbaijan,2020-06-01,12030,NA,NA,10223344,32.4,15847.419,21.723664122137407
Azerbaijan,2020-07-01,14354,NA,NA,10223344,32.4,15847.419,25.11068702290077
Azerbaijan,2020-08-01,4557,NA,NA,10223344,32.4,15847.419,24.22748091603053
Azerbaijan,2020-09-01,3794,NA,NA,10223344,32.4,15847.419,20.380152671755727
Azerbaijan,2020-10-01,15040,NA,NA,10223344,32.4,15847.419,14.047328244274809
Azerbaijan,2020-11-01,65907,NA,NA,10223344,32.4,15847.419,8.600000000000001
Azerbaijan,2020-12-01,97524,NA,NA,10223344,32.4,15847.419,3.5876923076923077
Azerbaijan,2021-01-01,11519,NA,NA,10223344,32.4,15847.419,1.0292307692307692
Azerbaijan,2021-02-01,4318,NA,NA,10223344,32.4,15847.419,1.8738461538461535
Azerbaijan,2021-03-01,27176,NA,42090,10223344,32.4,15847.419,5.9633587786259525
Azerbaijan,2021-04-01,57396,22950,631855,10223344,32.4,15847.419,12.457251908396946
Azerbaijan,2021-05-01,14847,259314,705985,10223344,32.4,15847.419,17.14961832061069
Azerbaijan,2021-06-01,2091,240129,1184499,10223344,32.4,15847.419,21.723664122137407
Azerbaijan,2021-07-01,7802,165516,1360123,10223344,32.4,15847.419,25.11068702290077
Azerbaijan,2021-08-01,81042,255381,1519612,10223344,32.4,15847.419,24.22748091603053
Azerbaijan,2021-09-01,59011,241380,1202990,10223344,32.4,15847.419,20.380152671755727
Azerbaijan,2021-10-01,47468,174526,898789,10223344,32.4,15847.419,14.047328244274809
Azerbaijan,2021-11-01,56948,125681,602592,10223344,32.4,15847.419,8.600000000000001
Azerbaijan,2021-12-01,28629,25906,797551,10223344,32.4,15847.419,3.5876923076923077
Azerbaijan,2022-01-01,7261,6337,246341,10223344,32.4,15847.419,NA
Bahamas,2020-03-01,14,NA,NA,396914,34.3,27717.847,22.672727272727272
Bahamas,2020-04-01,67,NA,NA,396914,34.3,27717.847,23.627272727272725
Bahamas,2020-05-01,21,NA,NA,396914,34.3,27717.847,25.318181818181817
Bahamas,2020-06-01,2,NA,NA,396914,34.3,27717.847,27.00909090909091
Bahamas,2020-07-01,470,NA,NA,396914,34.3,27717.847,27.809090909090912
Bahamas,2020-08-01,1643,NA,NA,396914,34.3,27717.847,27.981818181818184
Bahamas,2020-09-01,1906,NA,NA,396914,34.3,27717.847,27.481818181818184
Bahamas,2020-10-01,2591,NA,NA,396914,34.3,27717.847,26.00909090909091
Bahamas,2020-11-01,827,NA,NA,396914,34.3,27717.847,24.11818181818182
Bahamas,2020-12-01,330,NA,NA,396914,34.3,27717.847,22.56363636363637
Bahamas,2021-01-01,303,NA,NA,396914,34.3,27717.847,21.42727272727273
Bahamas,2021-02-01,345,NA,NA,396914,34.3,27717.847,21.536363636363635
Bahamas,2021-03-01,600,NA,110,396914,34.3,27717.847,22.672727272727272
Bahamas,2021-04-01,1334,NA,NA,396914,34.3,27717.847,23.627272727272725
Bahamas,2021-05-01,1343,NA,NA,396914,34.3,27717.847,25.318181818181817
Bahamas,2021-06-01,790,NA,NA,396914,34.3,27717.847,27.00909090909091
Bahamas,2021-07-01,2254,NA,2377,396914,34.3,27717.847,27.809090909090912
Bahamas,2021-08-01,3299,NA,NA,396914,34.3,27717.847,27.981818181818184
Bahamas,2021-09-01,2845,2132,NA,396914,34.3,27717.847,27.481818181818184
Bahamas,2021-10-01,1367,842,NA,396914,34.3,27717.847,26.00909090909091
Bahamas,2021-11-01,440,4837,NA,396914,34.3,27717.847,24.11818181818182
Bahamas,2021-12-01,1685,14314,6771,396914,34.3,27717.847,22.56363636363637
Bahamas,2022-01-01,5432,7029,NA,396914,34.3,27717.847,NA
Bahrain,2020-02-01,41,NA,NA,1748295,32.4,43290.705,17.5
Bahrain,2020-03-01,526,3335,NA,1748295,32.4,43290.705,20.5
Bahrain,2020-04-01,2473,91698,NA,1748295,32.4,43290.705,25
Bahrain,2020-05-01,8358,173567,NA,1748295,32.4,43290.705,29.5
Bahrain,2020-06-01,15360,172370,NA,1748295,32.4,43290.705,32
Bahrain,2020-07-01,14224,203645,NA,1748295,32.4,43290.705,33.5
Bahrain,2020-08-01,10990,227532,NA,1748295,32.4,43290.705,33.5
Bahrain,2020-09-01,18892,231280,NA,1748295,32.4,43290.705,32
Bahrain,2020-10-01,10781,290385,NA,1748295,32.4,43290.705,28.5
Bahrain,2020-11-01,5311,301985,NA,1748295,32.4,43290.705,24
Bahrain,2020-12-01,5719,288563,19678,1748295,32.4,43290.705,19.5
Bahrain,2021-01-01,10382,345772,39133,1748295,32.4,43290.705,16
Bahrain,2021-02-01,19337,270108,NA,1748295,32.4,43290.705,17.5
Bahrain,2021-03-01,22051,231857,259798,1748295,32.4,43290.705,20.5
Bahrain,2021-04-01,32489,464941,468853,1748295,32.4,43290.705,25
